瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),老荤 QC敲贰弊,利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
146,傈林,2026-06-27 20:00,26,,,,2.5,,250,,62,,20.8,18.1,998.2,,1005,,.4,,.12,,,,0,0,,,3497,,,24.4,,,,,
146,傈林,2026-06-27 21:00,24.5,,,,2.7,,230,,67,,20.5,17.9,998.8,,1005.7,,,9,,9,,,0,0,,,2859,,,22.8,,,,,
146,傈林,2026-06-27 22:00,24,,,,2.4,,230,,68,,20.2,17.7,999.5,,1006.4,,,9,,9,,,0,0,,,3052,,,21.8,,,,,
146,傈林,2026-06-27 23:00,23.1,,,,1.5,,270,,71,,20,17.5,1000.1,,1007,,,9,,9,,,0,0,,,2950,,,21,,,,,
146,傈林,2026-06-28 00:00,23.3,,,,2.8,,230,,66,,18.8,16.5,1000.5,,1007.4,,,9,,9,,,0,0,,,3500,,,20.7,,,,,
146,傈林,2026-06-28 01:00,22.6,,,,1.1,,250,,67,,18.3,16.1,1000.9,,1007.8,,,9,,9,,,0,0,,,4049,,,19.6,,,,,
146,傈林,2026-06-28 02:00,21.9,,,,.9,,110,,76,,19.9,17.4,1000.8,,1007.8,,,9,,9,,,0,0,,,2997,,,19,,,,,
146,傈林,2026-06-28 03:00,21.3,,,,1.2,,200,,75,,18.9,16.6,1000.8,,1007.8,,,9,,9,,,0,0,,,2890,,,15.5,,,,,
146,傈林,2026-06-28 04:00,20.8,,,,.9,,180,,77,,18.9,16.6,1001.4,,1008.4,,,9,,9,,,0,0,,,2893,,,18,,,,,
146,傈林,2026-06-28 05:00,20.4,,,,1,,160,,79,,18.9,16.6,1001.7,,1008.7,,,9,,9,,,0,0,,,2729,,,17.9,,,,,
146,傈林,2026-06-28 06:00,20.3,,,,1.7,,140,,81,,19.2,16.9,1001.8,,1008.8,,.2,,.05,,,,0,0,,,2482,,,18.8,,,,,
146,傈林,2026-06-28 07:00,22.7,,,,1.2,,140,,75,,20.6,18,1002,,1008.9,,1,,.48,,,,0,0,,,2261,,,23.8,,,,,
146,傈林,2026-06-28 08:00,24.2,,,,.9,,250,,73,,22,19,1002.5,,1009.4,,1,,1.14,,,,0,0,,,1860,,,31.4,,,,,
146,傈林,2026-06-28 09:00,25.6,,,,1,,270,,62,,20.2,17.7,1002.4,,1009.3,,1,,1.86,,,,0,0,,,3140,,,39.3,,,,,
146,傈林,2026-06-28 10:00,27.3,,,,1,,70,,57,,20.6,18,1002.4,,1009.2,,1,,2.52,,,,0,0,,,2675,,,47,,,,,
146,傈林,2026-06-28 11:00,28.1,,,,1.6,,290,,55,,20.9,18.2,1002.7,,1009.5,,1,,3,,,,0,0,,,2192,,,51.5,,,,,
146,傈林,2026-06-28 12:00,29.1,,,,1.9,,340,,55,,22.1,19.1,1002.5,,1009.3,,1,,3.36,,,,0,0,,,1887,,,54.6,,,,,
146,傈林,2026-06-28 13:00,30.2,,,,2.6,,320,,53,,22.7,19.5,1002.1,,1008.9,,1,,3.32,,,,0,0,,,2421,,,54.4,,,,,
146,傈林,2026-06-28 14:00,30.6,,,,2,,290,,47,,20.5,17.9,1001.6,,1008.4,,1,,3.33,,,,0,0,,,2835,,,50.1,,,,,
146,傈林,2026-06-28 15:00,30.4,,,,3.6,,290,,43,,18.6,16.4,1001.2,,1008,,1,,3.07,,,,0,0,,,3307,,,51.7,,,,,
146,傈林,2026-06-28 16:00,29.2,,,,4.4,,270,,45,,18.2,16,1001.2,,1008,,.7,,2.15,,,,6,2,,26,3702,,,40.5,,,,,
146,傈林,2026-06-28 17:00,28.1,,,,3.4,,290,,48,,18.2,16,1001.6,,1008.4,,.6,,1.44,,,,7,3,,24,4376,,,33.9,,,,,
146,傈林,2026-06-28 18:00,26.7,,,,3.3,,290,,53,,18.5,16.3,1002,,1008.8,,.3,,.83,,,,8,3,,23,3780,,,31.7,,,,,
146,傈林,2026-06-28 19:00,25.6,,,,2.5,,270,,65,,21.3,18.5,1002.3,,1009.2,,0,,.33,,,,7,3,,24,2952,,,28.4,,,,,
146,傈林,2026-06-28 20:00,24.5,,,,3.3,,250,,74,,22.7,19.5,1003,,1009.9,,0,,.1,,,,9,5,,22,2138,,,25.7,,,,,
146,傈林,2026-06-28 21:00,23.7,,,,3.1,,230,,78,,22.8,19.6,1003.5,,1010.4,,,9,,9,,,7,7,,23,1738,,,24.1,,,,,
146,傈林,2026-06-28 22:00,23.3,,,,2.4,,250,,79,,22.5,19.4,1004.5,,1011.5,,,9,,9,,,7,3,,21,1564,,,23.3,,,,,
146,傈林,2026-06-28 23:00,23.3,,,,2.7,,250,,80,,22.8,19.6,1004.9,,1011.9,,,9,,9,,,8,3,,23,1532,,,23.1,,,,,
146,傈林,2026-06-29 00:00,23,,,,2.5,,230,,82,,22.9,19.7,1005.1,,1012.1,,,9,,9,,,9,1,,19,1093,,,22.7,,,,,
146,傈林,2026-06-29 01:00,22.9,,,,2.1,,250,,83,,23.1,19.8,1004.9,,1011.9,,,9,,9,,,9,2,,16,1463,,,22.7,,,,,
146,傈林,2026-06-29 02:00,22.7,,,,1,,270,,83,,22.8,19.6,1005,,1012,,,9,,9,,,5,4,,5,1250,,,22.2,,,,,
146,傈林,2026-06-29 03:00,22.3,,,,.8,,360,,83,,22.2,19.2,1004.7,,1011.7,,,9,,9,,,7,1,,16,909,,,21.6,,,,,
146,傈林,2026-06-29 04:00,22.4,,,,.8,,200,,83,,22.4,19.3,1004.8,,1011.8,,,9,,9,,,3,3,,4,1866,,,22.2,,,,,
146,傈林,2026-06-29 05:00,22.1,,,,1.2,,140,,83,,22,19,1004.6,,1011.6,,,9,,9,,,0,0,,,2038,,,21.4,,,,,
146,傈林,2026-06-29 06:00,21.5,,,9,1.1,,180,,85,,21.7,18.8,1005.2,,1012.2,,0,,.03,,,,0,0,,,1697,,,21.2,,,,,
146,傈林,2026-06-29 07:00,23.1,,,9,.4,,0,,82,,23.1,19.8,1005.3,,1012.3,,.3,,.35,,,,0,0,,,1589,,,23.9,,,,,
146,傈林,2026-06-29 08:00,24.4,,,9,.9,,230,,77,,23.4,20,1005.3,,1012.2,,1,,1.06,,,,0,0,,,1377,,,29.8,,,,,
146,傈林,2026-06-29 09:00,25.8,,,,1.3,,250,,72,,23.8,20.3,1005,,1011.9,,1,,1.79,,,,0,0,,,1428,,,37.3,,,,,
146,傈林,2026-06-29 10:00,27.6,,,,1.8,,320,,65,,24,20.4,1004.9,,1011.7,,1,,2.49,,,,0,0,,,1464,,,44.1,,,,,
146,傈林,2026-06-29 11:00,29.4,,,,2.1,,320,,55,,22.5,19.4,1004.9,,1011.7,,1,,3.01,,,,4,0,,,2413,,,50.5,,,,,
146,傈林,2026-06-29 12:00,29.8,,,,2.3,,320,,54,,22.5,19.4,1004.7,,1011.5,,1,,3.2,,,,6,0,,,1777,,,52.8,,,,,
146,傈林,2026-06-29 13:00,29.8,,,,2.7,,290,,54,,22.5,19.4,1004.6,,1011.4,,1,,3.25,,,,6,2,,11,1631,,,53.9,,,,,
146,傈林,2026-06-29 14:00,31,,,,2.3,,290,,51,,22.8,19.6,1003.9,,1010.7,,.9,,3.21,,,,3,0,,,2880,,,53.8,,,,,
146,傈林,2026-06-29 15:00,31.1,,,,3.5,,270,,50,,22.5,19.4,1003.8,,1010.6,,.6,,2.27,,,,4,1,,76,2709,,,51.7,,,,,
146,傈林,2026-06-29 16:00,30.7,,,,3.4,,270,,51,,22.4,19.3,1003.3,,1010.1,,.9,,2.38,,,,5,1,,15,2773,,,48,,,,,
146,傈林,2026-06-29 17:00,29.8,,,,3.4,,270,,55,,22.9,19.7,1003.4,,1010.2,,.9,,1.86,,,,5,1,,76,2279,,,38.8,,,,,
146,傈林,2026-06-29 18:00,28,,,,3.4,,270,,59,,22.2,19.2,1003.8,,1010.6,,.1,,.66,,,,7,0,,,2713,,,33.4,,,,,
146,傈林,2026-06-29 19:00,26.6,,,,2.6,,290,,65,,22.5,19.4,1004.3,,1011.2,,.7,,.52,,,,6,0,,,2122,,,30,,,,,
146,傈林,2026-06-29 20:00,25,,,,2.3,,290,,69,,21.8,18.9,1004.9,,1011.8,,0,,.09,,,,8,3,,22,2278,,,26.7,,,,,
146,傈林,2026-06-29 21:00,24.4,,,,2.7,,230,,74,,22.5,19.4,1005.9,,1012.8,,,9,,9,,,10,1,,16,2093,,,25.8,,,,,
146,傈林,2026-06-29 22:00,24.1,,0,,2.2,,230,,76,,22.7,19.5,1006.2,,1013.1,,,9,,9,,,10,2,,19,2031,,,25.1,,,,,
146,傈林,2026-06-29 23:00,23.7,,,9,1.9,,250,,77,,22.5,19.4,1005.9,,1012.8,,,9,,9,,,7,1,,16,2037,,,23.5,,,,,
146,傈林,2026-06-30 00:00,23.2,,,9,2.8,,250,,81,,22.9,19.7,1006.3,,1013.3,,,9,,9,,,6,1,,76,1598,,,22.7,,,,,
146,傈林,2026-06-30 01:00,23,,,,1.6,,250,,80,,22.4,19.3,1006.3,,1013.3,,,9,,9,,,7,5,,17,1748,,,18.8,,,,,
146,傈林,2026-06-30 02:00,22.5,,,,1,,290,,80,,21.7,18.8,1006.2,,1013.2,,,9,,9,,,8,8,,14,1397,,,22.1,,,,,
146,傈林,2026-06-30 03:00,22.2,,,,1.2,,20,,82,,21.8,18.9,1006.2,,1013.2,,,9,,9,,,9,7,,15,1493,,,22.7,,,,,
146,傈林,2026-06-30 04:00,22.4,,,,.8,,20,,83,,22.4,19.3,1006,,1013,,,9,,9,,,8,6,,16,1219,,,22.5,,,,,
146,傈林,2026-06-30 05:00,22,,,,1.1,,140,,83,,21.8,18.9,1006.3,,1013.3,,,9,,9,,,6,1,,16,1573,,,21,,,,,
146,傈林,2026-06-30 06:00,22.1,,,,.9,,200,,81,,21.4,18.6,1006.3,,1013.3,,0,,.04,,,,3,3,,16,2484,,,21.3,,,,,
146,傈林,2026-06-30 07:00,23.5,,,,1,,110,,78,,22.5,19.4,1005.8,,1012.8,,.7,,.43,,,,6,0,,,2122,,,24.2,,,,,
146,傈林,2026-06-30 08:00,25.3,,,,1,,90,,69,,22.1,19.1,1005.8,,1012.7,,1,,1.03,,,,4,0,,,1591,,,29.9,,,,,
146,傈林,2026-06-30 09:00,27.1,,,,1.5,,360,,56,,20,17.5,1005.7,,1012.6,,1,,1.75,,,,3,0,,,3478,,,37.2,,,,,
146,傈林,2026-06-30 10:00,28.3,,,,1.6,,50,,56,,21.4,18.6,1005.4,,1012.2,,1,,2.39,,,,4,0,,,2596,,,44.5,,,,,
146,傈林,2026-06-30 11:00,28.9,,,,1.3,,270,,55,,21.8,18.9,1005,,1011.8,,1,,2.76,,,,7,0,,,2582,,,48.4,,,,,
146,傈林,2026-06-30 12:00,30,,,,1.3,,110,,50,,21.2,18.4,1004.3,,1011.1,,1,,3.19,,,,3,0,,,2521,,,55.8,,,,,
146,傈林,2026-06-30 13:00,30.7,,,,1.7,,90,,49,,21.6,18.7,1003.6,,1010.4,,.8,,3.1,,,,3,1,,14,2166,,,49.2,,,,,
146,傈林,2026-06-30 14:00,32.2,,,,2,,290,,45,,21.6,18.7,1002.8,,1009.5,,.8,,3.05,,,,6,1,,,3115,,,57.1,,,,,
146,傈林,2026-06-30 15:00,32.1,,,,2,,320,,46,,22,19,1002.4,,1009.1,,.4,,1.94,,,,6,3,,15,2686,,,52.1,,,,,
146,傈林,2026-06-30 16:00,30.7,,,,2.2,,270,,51,,22.4,19.3,1001.9,,1008.7,,.2,,1.11,,,,7,3,,15,2766,,,37.6,,,,,
146,傈林,2026-06-30 17:00,30.6,,,,1.4,,360,,48,,21,18.3,1001.7,,1008.5,,.1,,.9,,,,6,1,,15,2605,,,36,,,,,
146,傈林,2026-06-30 18:00,28.8,,,,4.4,,270,,56,,22.1,19.1,1002,,1008.8,,0,,.4,,,,6,4,,15,2968,,,32.3,,,,,
146,傈林,2026-06-30 19:00,26.8,,,,4,,250,,51,,17.9,15.8,1002.9,,1009.8,,.2,,.41,,,,8,3,,13,4244,,,28.8,,,,,
146,傈林,2026-06-30 20:00,25.4,,,,2,,270,,58,,18.8,16.5,1003.5,,1010.4,,0,,.05,,,,8,5,,13,4869,,,26.1,,,,,
146,傈林,2026-06-30 21:00,24.6,,,,2.5,,250,,67,,20.6,18,1003.9,,1010.8,,,9,,9,,,5,1,,13,4821,,,24.1,,,,,
146,傈林,2026-06-30 22:00,24.2,,,,2,,230,,68,,20.5,17.9,1004.2,,1011.1,,,9,,9,,,7,3,,10,4566,,,24.1,,,,,
146,傈林,2026-06-30 23:00,24.1,,,,1,,250,,66,,19.7,17.3,1003.7,,1010.6,,,9,,9,,,8,8,,9,4265,,,24.1,,,,,
146,傈林,2026-07-01 00:00,23.3,,,,1.2,,50,,72,,20.5,17.9,1002.9,,1009.8,,,9,,9,,,8,1,,76,3634,,,22.3,,,,,
146,傈林,2026-07-01 01:00,23.4,,,,.7,,140,,70,,20.1,17.6,1002.7,,1009.6,,,9,,9,,,8,1,,72,3505,,,22.1,,,,,
146,傈林,2026-07-01 02:00,23.2,,,,.5,,180,,71,,20.1,17.6,1002.4,,1009.3,,,9,,9,,,10,8,,10,3854,,,22.1,,,,,
146,傈林,2026-07-01 03:00,23,,,,1,,140,,70,,19.6,17.2,1002,,1008.9,,,9,,9,,,10,4,,47,4131,,,22.1,,,,,
146,傈林,2026-07-01 04:00,22.6,,0,,2.3,,140,,77,,21,18.3,1000.8,,1007.7,,,9,,9,,,10,3,,45,2280,,,21.8,,,,,
146,傈林,2026-07-01 05:00,22.6,,0,,2.1,,110,,80,,21.8,18.9,1000.5,,1007.4,,,9,,9,,,10,4,,76,1608,,,21.5,,,,,
146,傈林,2026-07-01 06:00,22,,.1,,2.9,,140,,83,,21.8,18.9,1000.1,,1007.1,,0,,0,,,,10,3,,10,1008,,,21.1,,,,,
146,傈林,2026-07-01 07:00,21.6,,.5,,1.7,,90,,87,,22.4,19.3,999.6,,1006.6,,0,,.06,,,,10,3,,7,727,,,22.2,,,,,
146,傈林,2026-07-01 08:00,21.7,,.1,,1.9,,140,,80,,20.6,18,1000.1,,1007.1,,0,,.21,,,,10,3,,6,1652,,,22.6,,,,,
146,傈林,2026-07-01 09:00,22,,.1,,1.4,,90,,81,,21.3,18.5,1000,,1007,,0,,.22,,,,10,2,,8,1994,,01,23.2,,,,,
146,傈林,2026-07-01 10:00,22.4,,.4,,.5,,320,,86,,23.2,19.9,1000.2,,1007.1,,0,,.43,,,,10,4,,5,1190,,01,25.6,,,,,
146,傈林,2026-07-01 11:00,23.5,,0,,1.4,,50,,80,,23.1,19.8,999.2,,1006.1,,0,,.86,,,,10,1,,5,1918,,01,28.6,,,,,
146,傈林,2026-07-01 12:00,24.4,,0,,1.7,,340,,75,,22.8,19.6,998.8,,1005.7,,0,,1.31,,,,10,0,,,1556,,01,30.3,,,,,
146,傈林,2026-07-01 13:00,25.2,,0,,1.7,,20,,69,,22.1,19.1,998.7,,1005.6,,0,,1.75,,,,9,0,,,2124,,01,33,,,,,
146,傈林,2026-07-01 14:00,26.3,,0,,1.4,,250,,66,,22.5,19.4,998.8,,1005.6,,0,,1.72,,,,10,1,,8,2993,,01,36.7,,,,,
146,傈林,2026-07-01 15:00,28.1,,,9,1.6,,70,,60,,22.7,19.5,998.4,,1005.2,,.5,,2.54,,,,8,1,,76,3534,,,48.6,,,,,
146,傈林,2026-07-01 16:00,27.7,,,9,1.9,,360,,61,,22.5,19.4,998,,1004.8,,.5,,1.8,,,,8,4,,10,4362,,,41.3,,,,,
146,傈林,2026-07-01 17:00,27.4,,,9,1.2,,340,,63,,22.9,19.7,998,,1004.8,,.2,,1.15,,,,8,8,,11,4306,,,33.2,,,,,
146,傈林,2026-07-01 18:00,26.5,,,9,1.5,,50,,65,,22.4,19.3,998.3,,1005.1,,0,,.22,,,,10,9,,11,4815,,,28.3,,,,,
146,傈林,2026-07-01 19:00,24.5,,.1,,2,,20,,76,,23.2,19.9,998.9,,1005.8,,0,,.04,,,,10,10,,11,3095,,01,25.8,,,,,
146,傈林,2026-07-01 20:00,25,,,9,2.2,,140,,75,,23.7,20.2,999.3,,1006.2,,0,,.07,,,,6,6,,9,4315,,,24.9,,,,,
146,傈林,2026-07-01 21:00,24.4,,,9,2.8,,110,,75,,22.8,19.6,999.5,,1006.4,,,9,,9,,,6,6,,10,4620,,,23.8,,,,,
146,傈林,2026-07-01 22:00,24,,,9,1.7,,160,,74,,22,19,1000.3,,1007.2,,,9,,9,,,2,2,,11,4740,,,23,,,,,
146,傈林,2026-07-01 23:00,24,,,9,1.2,,140,,72,,21.4,18.6,1000.7,,1007.6,,,9,,9,,,9,9,,12,4778,,,23.3,,,,,
146,傈林,2026-07-02 00:00,23.7,,,9,.9,,110,,74,,21.6,18.7,1001.1,,1008,,,9,,9,,,6,6,,12,4471,,,23.2,,,,,
146,傈林,2026-07-02 01:00,23,,,,.9,,20,,76,,21.3,18.5,1001.3,,1008.2,,,9,,9,,,9,4,,16,4134,,,22.7,,,,,
146,傈林,2026-07-02 02:00,23.1,,,,1,,110,,77,,21.7,18.8,1001.4,,1008.3,,,9,,9,,,10,2,,12,3823,,,22.7,,,,,
146,傈林,2026-07-02 03:00,22.8,,,,1.5,,110,,77,,21.3,18.5,1001.4,,1008.3,,,9,,9,,,9,8,,10,4488,,,22.5,,,,,
146,傈林,2026-07-02 04:00,22.7,,,,1.4,,110,,77,,21.2,18.4,1001.6,,1008.5,,,9,,9,,,9,8,,11,4212,,,22.4,,,,,
146,傈林,2026-07-02 05:00,22.2,,,,1.1,,140,,79,,21,18.3,1001.8,,1008.8,,,9,,9,,,2,2,,10,3214,,,21.1,,,,,
146,傈林,2026-07-02 06:00,22.5,,,,.5,,90,,78,,21.2,18.4,1002.3,,1009.3,,0,,.02,,,,3,3,,10,4196,,,22.6,,,,,
146,傈林,2026-07-02 07:00,23.6,,,,.9,,160,,76,,22.1,19.1,1002.5,,1009.4,,.2,,.3,,,,7,2,,6,4439,,,25.6,,,,,
146,傈林,2026-07-02 08:00,24.1,,,,1.6,,230,,74,,22.1,19.1,1003,,1009.9,,0,,.64,,,,7,7,,6,4080,,,26.7,,,,,
146,傈林,2026-07-02 09:00,25,,,,1,,270,,73,,23.1,19.8,1003.6,,1010.5,,0,,.75,,,,8,8,,7,2790,,,28.8,,,,,
146,傈林,2026-07-02 10:00,25.4,,,,1.1,,270,,73,,23.7,20.2,1003.8,,1010.7,,.4,,1.4,,,,8,4,,6,2208,,,29.5,,,,,
146,傈林,2026-07-02 11:00,25.9,,,9,2.5,,270,,70,,23.4,20,1003.7,,1010.6,,.1,,1.34,,,,8,4,,7,1839,,,32,,,,,
146,傈林,2026-07-02 12:00,27.2,,,,2.1,,270,,67,,24.1,20.5,1003.6,,1010.4,,.3,,2.03,,,,8,1,,9,1813,,,35,,,,,
146,傈林,2026-07-02 13:00,28.5,,,,3.8,,290,,62,,24.1,20.5,1003.3,,1010.1,,.5,,2.39,,,,9,2,,9,1999,,,43.2,,,,,
146,傈林,2026-07-02 14:00,28.8,,,,3.5,,230,,61,,24.1,20.5,1003.3,,1010.1,,.6,,3.19,,,,9,1,,9,3188,,,46.7,,,,,
146,傈林,2026-07-02 15:00,27.7,,,,3.4,,270,,66,,24.4,20.7,1003.2,,1010,,.4,,2.13,,,,8,1,,11,3576,,,39.4,,,,,
146,傈林,2026-07-02 16:00,28.3,,,,3.1,,270,,64,,24.6,20.8,1003,,1009.8,,.5,,2.09,,,,8,3,,9,3997,,,39.5,,,,,
146,傈林,2026-07-02 17:00,27.1,,,,4.1,,270,,66,,23.5,20.1,1003.2,,1010,,.6,,1.63,,,,6,2,,9,4799,,,35.1,,,,,
146,傈林,2026-07-02 18:00,26.4,,,,3.1,,270,,68,,23.4,20,1003.5,,1010.4,,.1,,.79,,,,6,3,,9,4658,,,32.2,,,,,
146,傈林,2026-07-02 19:00,25.5,,,,3.2,,320,,71,,23.1,19.8,1004.2,,1011.1,,.2,,.42,,,,4,2,,7,4772,,,27.6,,,,,
146,傈林,2026-07-02 20:00,24.6,,,,3.2,,290,,76,,23.4,20,1004.8,,1011.7,,0,,.07,,,,9,3,,9,4979,,,25.5,,,,,
146,傈林,2026-07-02 21:00,24.2,,,,2.1,,270,,76,,22.8,19.6,1005.2,,1012.1,,,9,,9,,,9,5,,6,5000,,,25.1,,,,,
146,傈林,2026-07-02 22:00,23.8,,,,2.2,,270,,77,,22.7,19.5,1005.8,,1012.7,,,9,,9,,,7,7,,6,5000,,,24.5,,,,,
146,傈林,2026-07-02 23:00,23.5,,,,2.7,,270,,77,,22.2,19.2,1006.1,,1013.1,,,9,,9,,,9,5,,7,5000,,,24,,,,,
146,傈林,2026-07-03 00:00,23.3,,0,,.9,,290,,79,,22.5,19.4,1005.8,,1012.8,,,9,,9,,,7,7,,6,4730,,,23.9,,,,,
146,傈林,2026-07-03 01:00,23.2,,,,.4,,0,,79,,22.4,19.3,1005.8,,1012.8,,,9,,9,,,7,7,,6,5000,,,23.6,,,,,
146,傈林,2026-07-03 02:00,23.2,,,,.5,,340,,79,,22.4,19.3,1005.6,,1012.6,,,9,,9,,,9,9,,6,5000,,,23.7,,,,,
146,傈林,2026-07-03 03:00,23.3,,,,.2,,0,,78,,22.2,19.2,1005.6,,1012.6,,,9,,9,,,9,9,,6,5000,,,23.6,,,,,
146,傈林,2026-07-03 04:00,23.2,,,,1.5,,250,,80,,22.7,19.5,1005.9,,1012.9,,,9,,9,,,8,8,,5,5000,,,23.3,,,,,
146,傈林,2026-07-03 05:00,23.1,,,,.1,,0,,79,,22.2,19.2,1005.6,,1012.6,,,9,,9,,,8,7,,7,4752,,,23.3,,,,,
146,傈林,2026-07-03 06:00,22.9,,,,.1,,0,,83,,23.1,19.8,1005.5,,1012.5,,0,,.02,,,,8,2,,5,4621,,,23.6,,,,,
146,傈林,2026-07-03 07:00,23.7,,,,.3,,0,,80,,23.4,20,1005.3,,1012.2,,0,,.26,,,,9,3,,5,4609,,,26.7,,,,,
146,傈林,2026-07-03 08:00,25.4,,,,1.4,,140,,73,,23.7,20.2,1005.2,,1012.1,,.4,,.85,,,,8,3,,8,4307,,,34.8,,,,,
146,傈林,2026-07-03 09:00,26.9,,,,1.8,,140,,68,,24,20.4,1005.1,,1012,,.9,,1.84,,,,8,3,,7,4211,,,44.6,,,,,
146,傈林,2026-07-03 10:00,26.8,,,,1.7,,230,,64,,22.5,19.4,1004.7,,1011.6,,.7,,2.08,,,,6,4,,8,3931,,,34.2,,,,,
146,傈林,2026-07-03 11:00,27.7,,,,1.6,,250,,64,,23.7,20.2,1004.5,,1011.3,,.1,,1.37,,,,7,4,,9,3788,,,39,,,,,
146,傈林,2026-07-03 12:00,29.2,,,,1.4,,320,,58,,23.4,20,1004.5,,1011.3,,.1,,1.63,,,,8,4,,12,3884,,,43.5,,,,,
146,傈林,2026-07-03 13:00,29.1,,,,2.1,,250,,55,,22.1,19.1,1003.8,,1010.6,,.2,,1.8,,,,9,2,,76,3688,,,43.9,,,,,
146,傈林,2026-07-03 14:00,28.7,,,,2.6,,270,,61,,24,20.4,1003.9,,1010.7,,.1,,1.39,,,,10,3,,12,4002,,,37.4,,,,,
146,傈林,2026-07-03 15:00,29,,,,3.1,,270,,58,,23.1,19.8,1003.6,,1010.4,,.1,,1.44,,,,9,2,,11,3468,,,39,,,,,
146,傈林,2026-07-03 16:00,28.6,,,,2.8,,250,,59,,22.9,19.7,1003.3,,1010.1,,0,,1.03,,,,10,1,,19,3741,,,36,,,,,
146,傈林,2026-07-03 17:00,29.1,,,,3.1,,270,,63,,25.3,21.3,1003,,1009.8,,.6,,1.63,,,,7,0,,,2735,,,38.1,,,,,
146,傈林,2026-07-03 18:00,27.2,,,,3.7,,270,,72,,26,21.7,1003.2,,1010,,.4,,1.06,,,,8,1,,8,1997,,,31.2,,,,,
146,傈林,2026-07-03 19:00,25.7,,,,3.7,,290,,77,,25.3,21.3,1003.2,,1010.1,,.1,,.39,,,,8,1,,6,2108,,,28.2,,,,,
146,傈林,2026-07-03 20:00,24.5,,,,1.5,,320,,80,,24.6,20.8,1003.2,,1010.1,,0,,.1,,,,8,3,,5,1790,,,25,,,,,
146,傈林,2026-07-03 21:00,24.3,,,,.9,,250,,81,,24.6,20.8,1003,,1009.9,,,9,,9,,,10,4,,5,1466,,,24.9,,,,,
146,傈林,2026-07-03 22:00,23.9,,,,1.1,,320,,82,,24.3,20.6,1003.4,,1010.3,,,9,,9,,,10,3,,9,1095,,,23.9,,,,,
146,傈林,2026-07-03 23:00,23.7,,,,.7,,340,,83,,24.3,20.6,1003.5,,1010.4,,,9,,9,,,10,3,,10,903,,,23.7,,,,,
146,傈林,2026-07-04 00:00,23.4,,,,.8,,360,,84,,24.1,20.5,1003.3,,1010.2,,,9,,9,,,9,5,,4,684,,,23.2,,,,,
146,傈林,2026-07-04 01:00,23.3,,,,1.1,,50,,85,,24.3,20.6,1002.8,,1009.7,,,9,,9,,,10,8,,4,737,,,23.3,,,,,
146,傈林,2026-07-04 02:00,23,,,,1.2,,20,,86,,24.1,20.5,1002.3,,1009.2,,,9,,9,,,10,2,,4,708,,,22.8,,,,,
146,傈林,2026-07-04 03:00,23.1,,,,1.6,,20,,87,,24.6,20.8,1002,,1008.9,,,9,,9,,,10,3,,4,858,,,23.3,,,,,
146,傈林,2026-07-04 04:00,23.1,,0,,.7,,20,,86,,24.3,20.6,1001.6,,1008.5,,,9,,9,,,10,4,,10,757,,,23.1,,,,,
146,傈林,2026-07-04 05:00,22.7,,,9,1.3,,20,,87,,24,20.4,1001.1,,1008,,,9,,9,,,10,6,,49,810,,,22.4,,,,,
146,傈林,2026-07-04 06:00,22.8,,,9,.4,,0,,87,,24.1,20.5,1001,,1007.9,,0,,.02,,,,10,1,,,1215,,,23,,,,,
146,傈林,2026-07-04 07:00,23.4,,,9,.9,,20,,86,,24.7,20.9,1001.2,,1008.1,,0,,.17,,,,10,0,,,1400,,,25,,,,,
146,傈林,2026-07-04 08:00,24.1,,,9,.9,,50,,84,,25.2,21.2,1001.6,,1008.5,,0,,.42,,,,10,0,,,1239,,,27.6,,,,,
146,傈林,2026-07-04 09:00,24.9,,,9,.2,,0,,78,,24.4,20.7,1001.7,,1008.6,,0,,.58,,,,10,2,,10,1777,,,30.1,,,,,
146,傈林,2026-07-04 10:00,26.1,,,9,.9,,200,,75,,25.3,21.3,1001.4,,1008.3,,0,,.98,,,,10,4,,10,1486,,,37.4,,,,,
146,傈林,2026-07-04 11:00,26.4,,,9,.9,,140,,72,,24.7,20.9,1001,,1007.8,,0,,1.16,,,,10,4,,6,1712,,,36.5,,,,,
146,傈林,2026-07-04 12:00,28.1,,,9,1.7,,200,,65,,24.6,20.8,1000.3,,1007.1,,.2,,1.95,,,,8,2,,8,2309,,,40.7,,,,,
146,傈林,2026-07-04 13:00,30.1,,,9,.8,,290,,57,,24.3,20.6,999.7,,1006.4,,.5,,2.27,,,,8,1,,10,2924,,,46,,,,,
